schema_version,benchmark_version,controller_name,row_index,track_id,reset_seed,episode_seed,controller_seed,success,lap_time_s,environment_steps,total_reward,terminated,truncated,termination_reason,termination_reason_name,controller_import_time_s,controller_init_time_s,compute_sample_count,compute_deadline_s,compute_p50_s,compute_p95_s,compute_p99_s,compute_max_s,compute_deadline_miss_count,compute_deadline_miss_rate,metric_transition_count,metric_action_delta_count,mean_speed_mps,lateral_error_rms_m,lateral_error_abs_p95_m,lateral_error_abs_max_m,steering_saturation_rate,longitudinal_saturation_rate,steering_rate_rms_rad_s,acceleration_rate_rms_mps3
controller-learning.m8-controller-results.v1,0.1,pid,10,2000011,10,2281551864,1448500881,true,71.5,1430,2.0000000373020157,true,false,1,success,0.003762694,0.00027497399999999999,1430,0.050000000000000003,0.00028216750000000001,0.00033833034999999998,0.00034294014,0.00042459600000000001,0,0,1430,1429,4.9677119674883148,0.01710983774651989,0.039019797557854431,0.049415499165464165,0,0,0.35225558727176481,0.3713290271059938
controller-learning.m8-controller-results.v1,0.1,pid,11,2000013,11,1779521583,3090160286,true,84.5,1690,1.9999999340052454,true,false,1,success,0.003733171,0.00027536699999999999,1690,0.050000000000000003,0.000268609,0.00033517904999999997,0.00033767641000000001,0.00036176200000000001,0,0,1690,1689,4.9727035989269925,0.025363397710651405,0.047653299467902734,0.10165057350282893,0,0,0.33418341022859244,0.34312668231331495
controller-learning.m8-controller-results.v1,0.1,pid,12,2000014,12,1022494931,1877634677,true,93.75,1875,2.0000000226982593,true,false,1,success,0.003682954,0.000273942,1875,0.050000000000000003,0.000266371,0.00027635719999999998,0.00029685303999999992,0.00034655899999999997,0,0,1875,1874,4.9756338332253662,0.019029894816130304,0.033655881076992473,0.067787665666070002,0,0,0.2672260683599687,0.32427295680711199
controller-learning.m8-controller-results.v1,0.1,pid,13,2000015,13,3555549500,874276766,true,94.950004577636719,1899,2.0000000227464625,true,false,1,success,0.0037376549999999999,0.00030275899999999999,1899,0.050000000000000003,0.00026814200000000002,0.00027869869999999999,0.00033538501999999998,0.00048934,0,0,1899,1898,4.9757480469859372,0.019862345913944906,0.039795622271805796,0.055816532341073373,0,0,0.30614483105871204,0.32369430078021083
controller-learning.m8-controller-results.v1,0.1,pid,14,2000016,14,3544123072,1429176578,true,96.599998474121094,1932,1.9999999637511792,true,false,1,success,0.0037573810000000002,0.00030090599999999998,1932,0.050000000000000003,0.00027029149999999999,0.00033552449999999998,0.00033895404000000004,0.00035175400000000002,0,0,1932,1931,4.9764572739874069,0.01878965335021231,0.036155601293180351,0.060120312826686402,0,0,0.26010569738121053,0.31934560897034553
controller-learning.m8-controller-results.v1,0.1,pid,15,2000017,15,1061330360,3867350801,true,98.900001525878906,1978,2.0000001007074388,true,false,1,success,0.0038193680000000001,0.00030461900000000001,1978,0.050000000000000003,0.00026680300000000003,0.00027641115,0.00028679414000000003,0.00068685999999999997,0,0,1978,1977,4.9767875755596531,0.017562717550591356,0.03536869049660326,0.05681545718026914,0,0,0.27694632845604761,0.3164931745475294
controller-learning.m8-controller-results.v1,0.1,pid,16,2000018,16,393510155,1117496413,true,86.900001525878906,1738,1.9999999283827492,true,false,1,success,0.0038449640000000002,0.00028188300000000003,1738,0.050000000000000003,0.00027476550000000001,0.00033527299999999997,0.00033909749,0.00053313700000000004,0,0,1738,1737,4.9735090294672322,0.025184658655350453,0.042900935791765515,0.10369834185137719,0,0,0.31678578851654593,0.33789460636585816
controller-learning.m8-controller-results.v1,0.1,pid,17,2000020,17,1217920362,396518381,true,69.849998474121094,1397,1.9999999877582013,true,false,1,success,0.0038680799999999999,0.00027211999999999999,1397,0.050000000000000003,0.00033143099999999998,0.00033796380000000005,0.000344271,0.000374001,0,0,1397,1396,4.9670380248408232,0.019442785554394985,0.042811488633711911,0.059605941813463452,0,0,0.36820473701782708,0.37692883732327498
controller-learning.m8-controller-results.v1,0.1,pid,18,2000021,18,17838891,1130517791,true,88.099998474121094,1762,2.0000000707077561,true,false,1,success,0.0037814810000000002,0.00028151499999999998,1762,0.050000000000000003,0.00033040149999999998,0.00033799810000000003,0.0003475287199999994,0.00041850500000000001,0,0,1762,1761,4.9740791994716602,0.01722939944798809,0.032425252109218157,0.055350371607687028,0,0,0.30032234044120415,0.33531548773801639
controller-learning.m8-controller-results.v1,0.1,pid,19,2000023,19,2319906299,547342980,true,72.950004577636719,1459,2.0000000256941348,true,false,1,success,0.0037642000000000001,0.00028624400000000001,1459,0.050000000000000003,0.00027349200000000002,0.00033599939999999999,0.00033904120000000001,0.00042073000000000002,0,0,1459,1458,4.968072579367071,0.024548750071828451,0.044684946914460198,0.068508749652420417,0,0,0.37948897214950428,0.37005624163641992
